0007922582	1
0008288194	1
0028179714	1
0060501960	6
0063052164	5
0072826843	3
007876355X	1
0078764343	1
0099428121	0
0143130838	8
0152049495	7
0156031191	5
0237529564	1
0241520789	0
0241529719	0
0241652464	1
0241988241	0
0261102400	1
0310493099	1
0312063652	1
0316299936	1
0316355887	4
0340961902	1
0345339258	1
0349435286	0
0354047590	1
0375869026	13
0385522045	1
0385528191	16
0399218858	18
0399588175	22
043908069X	1
0439335299	1
0439335310	5
0439339006	1
0439339960	0
0439339987	4
0439342260	5
0439374391	1
0439380677	0
0439381665	5
0439381673	5
0439384974	1
0439394422	0
043940133X	5
0439542804	11
0439573947	4
0439574447	1
043957448X	0
0439591287	4
0439591368	5
0439591538	4
0439591570	5
0439651158	5
0439671418	1
0439674492	0
0439704405	5
0439715571	4
0439760593	0
0439773660	4
0439801508	3
043981538X	0
0439862108	2
0439905419	0
0439922593	1
0538966610	3
0545036372	0
0545071852	0
0545076412	1
0545109744	2
0545110084	1
0545112141	2
0545115507	0
0545214912	2
0545540860	0
0545795877	0
0547978847	10
0552991228	1
057809116X	5
0578535033	5
0578762978	0
0578770873	2
0615539866	5
0620201444	0
0648767019	2
0662476565	2
0669524115	5
0669524425	5
0669527378	5
0671317091	3
0671576658	0
0692327118	5
0692681663	2
0692858237	0
0700026355	5
0700026398	5
0700026657	5
0700026673	5
0700026711	5
0700099867	5
0700099875	4
0700099956	5
0700099964	5
0709075332	2
0709150652	1
0738205893	3
0739421344	1
0739444611	5
0739459112	0
0739476513	1
0743508483	0
0744014298	23
0744018706	15
075131126X	0
0756645999	5
0757754783	5
0758534531	2
0760759812	5
0761174427	7
0761545220	2
0761547096	4
0763003093	5
0763030945	2
0767736680	1
0782528023	3
0784506086	4
0784545766	0
0784909334	0
0784930724	0
0784930805	5
0786967234	1
0786968346	4
0786968990	5
0788853880	1
0788858998	2
0788859765	0
0788870602	0
0792845730	0
0794535666	5
0804108536	2
0810940566	1
0828004439	5
0857443410	1
0857443429	5
085744350X	1
0860982718	2
0870708988	5
0871771128	0
0871771160	3
0871771209	1
0871771217	0
0871772973	0
0871773732	2
0871774828	0
0871775603	1
0873212533	0
0875084311	5
0880293594	5
0882640062	2
0894556908	3
0894557858	0
0910293023	4
0910692343	0
0911218459	0
0912771925	0
0916211487	1
0917059727	1
0963469169	0
0970154097	5
0971138494	0
0975359339	5
0976054817	0
0979987717	5
0983196354	1
0984529527	1
0984987134	5
0988290014	5
0988668157	0
098983641X	5
0992276055	5
0996504915	1
0997130482	4
0997259078	4
1309485194	1
1328905144	20
1338718568	0
1338769375	1
1338796348	1
1338806521	1
1338845748	0
1338857487	1
1398500461	1
1398504106	0
1398505935	1
139850825X	1
139851635X	1
139852011X	1
1398717231	0
1399601253	5
1402725000	1
1403779562	0
1405297719	37
1406393452	5
140951904X	1
1414311583	1
1416954287	1
1418516805	0
1419735101	0
1435120140	5
1435209842	0
1435284542	1
1435298985	0
1438011032	13
1439555397	5
143956535X	1
1447262425	1
1465461876	14
1469409062	0
1471197573	1
1471413624	0
1472822226	3
1473205352	5
1474948049	2
1474989136	0
1478859113	1
1495100790	5
1510109188	0
1524101036	9
1524797316	0
1529110947	0
1529380979	0
1551927063	0
1553797485	2
1557556741	1
1558780718	0
1558843477	0
155940650X	1
1563712318	1
1565336038	1
1568382820	2
1572310324	0
157260008X	3
1572641517	0
1572644516	0
1574571907	0
1575950715	0
1577345673	2
157859314X	5
1589782151	3
1589935012	5
1589942914	5
1589944119	5
1589944607	5
1589947851	0
1589949722	0
1589970705	23
1597461253	0
1601140320	2
1605740187	1
1608836053	1
1610676238	5
1613170483	4
1613170785	3
1616558326	0
1616611715	4
1616611898	10
1616613386	3
1616614765	3
1616615435	3
1616615931	5
1616615990	4
1616616555	3
1616616563	4
1616616806	5
1616616830	5
1616616849	3
1616616873	5
1616617101	4
1616617632	3
1616618698	0
1616619511	5
1616619589	5
1617683175	3
1617935204	1
1618945157	5
162283206X	0
1623413133	5
1625040598	5
1626547203	5
1627632646	3
1633440001	5
1633440680	5
1633441180	5
163344189X	5
1633442225	4
1633442233	1
1633443116	5
1633443124	5
1633443256	5
1633443264	6
1633443639	5
1633443655	5
1635653843	0
1638610223	0
1638610355	1
163884013X	5
1638840415	5
163884111X	5
164078148X	5
164078232X	5
1640782826	5
1640783016	5
1640783725	5
1640784063	1
1640784101	4
1680260545	5
1682614093	2
1728261708	6
1732239908	5
1732702632	5
1732917124	5
1734089504	5
1735993808	4
1736648608	2
1737172151	1
174383294X	5
1743834950	0
1743836031	5
1743836473	0
1760277924	1
176066068X	5
1760666734	5
1760669172	5
1760974668	0
1770947841	4
1772940305	3
1775070735	5
1775435970	0
1781257027	0
1782536124	0
1782537473	0
1782539069	0
1782539115	0
1785244434	0
1785818643	0
1786276976	5
1788260058	0
1788260171	1
1788262689	0
1788263332	0
1788263405	1
1788263731	0
178826388X	0
1788264673	1
1788264851	0
1788265092	0
1788267710	0
1788268067	1
178826813X	5
1788269667	0
1802810161	1
1839060697	5
1839061057	2
1839061138	0
1839061898	1
1839063475	5
1839064218	0
183906434X	0
1839065362	2
1839065435	0
1839065850	0
1839066377	0
1839067349	5
1839067772	3
1839068817	3
1844085171	0
1845355210	1
1845355539	2
1845358155	1
1845358600	1
1845358635	1
1856480844	1
186209358X	0
