All Electronics,1999,negative,"{\"product\":1,\"racing\":1,\"wheel\":1,\"hp\":1,\"interact\":1,\"reviewer\":1,\"angry\":1,\"quality\":1,\"receiving\":1,\"provide\":1,\"pavilion\":1,\"response\":1,\"buying\":1,\"exists\":1,\"v3\":1,\"support\":1,\"experienced\":1,\"customer\":1}",1
All Electronics,1999,positive,"{\"plane\":1,\"game\":2,\"software\":2,\"falcon\":2,\"program\":2,\"speed\":1,\"button\":5,\"3d\":1,\"reliable\":1,\"random\":2,\"pad\":4,\"playstation\":5,\"price\":2,\"precise\":3,\"signal\":2,\"controller\":5,\"bought\":3,\"cool\":2,\"joystick\":4,\"sidewinder\":2,\"sends\":2,\"pc\":3,\"4\":4,\"gravis\":2,\"keyset\":2}",4
All Electronics,2000,positive,"{\"flight\":7,\"game\":39,\"software\":8,\"thumb\":7,\"usb\":12,\"feel\":15,\"fit\":9,\"button\":35,\"pad\":7,\"playstation\":8,\"feature\":9,\"price\":6,\"stick\":20,\"wingman\":6,\"hand\":16,\"controller\":17,\"excellent\":6,\"joystick\":30,\"control\":14,\"easy\":11,\"analog\":9,\"left\":8,\"gamepad\":15,\"quot\":18,\"gravis\":7}",32
All Electronics,2001,positive,"{\"play\":19,\"game\":121,\"color\":12,\"software\":14,\"usb\":12,\"screen\":11,\"feel\":14,\"boy\":22,\"advance\":11,\"feedback\":13,\"button\":30,\"pad\":12,\"cable\":12,\"pedal\":12,\"wheel\":33,\"gba\":12,\"joystick\":31,\"control\":11,\"easy\":11,\"2\":11,\"gamepad\":12,\"force\":13,\"window\":13,\"time\":17,\"quot\":30}",44
All Electronics,2002,negative,"{\"play\":2,\"game\":4,\"feel\":3,\"depress\":2,\"fighting\":3,\"win2000\":2,\"pad\":5,\"capcom\":2,\"poor\":2,\"horrible\":2,\"basically\":2,\"stick\":2,\"pendulum\":3,\"direction\":2,\"controller\":3,\"mile\":3,\"bought\":3,\"wheel\":4,\"arcade\":2,\"analog\":2,\"emulator\":3,\"unit\":3,\"walked\":3,\"step\":3,\"movement\":2}",6
All Electronics,2003,positive,"{\"play\":32,\"throttle\":19,\"game\":80,\"software\":17,\"usb\":28,\"feel\":20,\"button\":26,\"feedback\":27,\"stick\":27,\"product\":24,\"controller\":42,\"pedal\":33,\"bought\":17,\"wheel\":73,\"joystick\":47,\"control\":18,\"sidewinder\":27,\"pro\":19,\"driver\":18,\"gamepad\":21,\"xp\":19,\"force\":32,\"window\":26,\"time\":31,\"quot\":45}",66
All Electronics,2004,neutral,"{\"product\":1,\"item\":2,\"star\":1,\"usb\":2,\"gamepad\":1,\"assuming\":1,\"description\":1,\"gameport\":1,\"soley\":1,\"assume\":1,\"connetion\":1}",1
All Electronics,2004,positive,"{\"throttle\":12,\"flight\":27,\"game\":44,\"software\":12,\"yoke\":27,\"feel\":22,\"button\":34,\"rudder\":16,\"stick\":39,\"audio\":13,\"cable\":25,\"hand\":18,\"digital\":13,\"product\":18,\"simulator\":15,\"pedal\":27,\"wheel\":23,\"logitech\":15,\"joystick\":27,\"control\":26,\"2\":12,\"gamepad\":20,\"setup\":12,\"time\":14,\"quot\":31}",38
All Electronics,2006,negative,"{\"game\":3,\"housing\":1,\"yoke\":2,\"functionality\":1,\"pad\":1,\"stuck\":1,\"design\":3,\"assembly\":1,\"stick\":2,\"hard\":1,\"digital\":1,\"product\":3,\"bother\":1,\"difficult\":2,\"control\":1,\"push\":1,\"expect\":1,\"plastic\":2,\"unit\":3,\"system\":2,\"money\":1,\"gamepad\":1,\"worst\":1,\"movement\":2,\"return\":2}",7
All Electronics,2007,negative,"{\"flight\":9,\"bad\":2,\"usb\":2,\"yoke\":5,\"feel\":3,\"experience\":3,\"hit\":2,\"realistic\":4,\"fine\":5,\"rudder\":3,\"action\":3,\"stick\":5,\"product\":7,\"pedal\":13,\"issue\":5,\"wheel\":2,\"joystick\":4,\"control\":7,\"real\":3,\"quality\":3,\"brake\":4,\"complaint\":3,\"mounting\":3,\"desk\":8,\"bolt\":3}",14
All Electronics,2007,positive,"{\"throttle\":25,\"flight\":74,\"game\":33,\"usb\":21,\"yoke\":60,\"feel\":41,\"button\":34,\"sim\":28,\"rudder\":30,\"stick\":35,\"product\":57,\"pilot\":19,\"simulator\":28,\"pedal\":67,\"bought\":19,\"wheel\":49,\"joystick\":50,\"control\":45,\"real\":36,\"2\":21,\"desk\":21,\"flying\":44,\"xp\":21,\"window\":19,\"time\":30}",117
All Electronics,2008,negative,"{\"flight\":7,\"game\":5,\"bad\":2,\"precision\":2,\"yoke\":4,\"feel\":2,\"battery\":3,\"spring\":2,\"button\":3,\"feedback\":4,\"feature\":3,\"sim\":4,\"stick\":6,\"cable\":3,\"product\":4,\"joystick\":5,\"control\":4,\"volume\":3,\"descent\":4,\"bass\":4,\"2\":3,\"plastic\":3,\"unit\":5,\"force\":4,\"playing\":5}",11
All Electronics,2010,positive,"{\"flight\":23,\"game\":14,\"software\":11,\"yoke\":9,\"feel\":9,\"program\":10,\"switch\":8,\"button\":10,\"sim\":9,\"stick\":21,\"cable\":18,\"controller\":11,\"product\":12,\"pedal\":24,\"bought\":12,\"wheel\":14,\"aircraft\":8,\"logitech\":8,\"joystick\":16,\"control\":18,\"real\":18,\"unit\":10,\"force\":10,\"window\":9,\"time\":11}",44
All Electronics,2011,negative,"{\"throttle\":4,\"game\":4,\"bad\":2,\"yoke\":9,\"dollar\":2,\"properly\":2,\"poor\":2,\"saitek\":4,\"stick\":6,\"listing\":2,\"brand\":2,\"day\":4,\"cable\":7,\"dial\":3,\"actual\":2,\"product\":3,\"gaming\":4,\"original\":2,\"bought\":3,\"store\":2,\"cheap\":2,\"quality\":3,\"cord\":2,\"3\":2,\"time\":4}",8
All Electronics,2011,positive,"{\"play\":12,\"flight\":16,\"throttle\":28,\"game\":17,\"nintendo\":13,\"software\":19,\"button\":14,\"saitek\":7,\"stick\":15,\"cable\":22,\"programming\":9,\"controller\":16,\"product\":19,\"pedal\":7,\"bought\":11,\"joystick\":14,\"control\":9,\"pro\":7,\"super\":9,\"1\":7,\"2\":7,\"av\":8,\"7\":9,\"time\":8,\"window\":12}",34
All Electronics,2012,neutral,"{\"seller\":1,\"game\":1,\"save\":1,\"obsolete\":1,\"program\":1,\"matter\":1,\"vibration\":2,\"button\":1,\"mode\":1,\"feedback\":2,\"model\":1,\"steer\":1,\"representative\":1,\"answered\":1,\"question\":1,\"wheel\":3,\"logitech\":2,\"technology\":1,\"condition\":1,\"driver\":1,\"month\":1,\"gamepad\":1,\"7\":1,\"compatibilty\":1,\"window\":2}",2
All Electronics,2013,negative,"{\"seller\":9,\"flight\":8,\"game\":4,\"nintendo\":5,\"software\":3,\"usb\":7,\"yoke\":10,\"program\":4,\"mac\":4,\"switch\":8,\"seminole\":4,\"engine\":10,\"rudder\":6,\"connection\":4,\"saitek\":4,\"hat\":6,\"cable\":12,\"item\":5,\"product\":8,\"original\":4,\"simulator\":4,\"pedal\":10,\"control\":8,\"real\":4,\"quality\":4}",24
All Electronics,2016,negative,"{\"throttle\":8,\"game\":9,\"bad\":4,\"software\":6,\"roll\":5,\"dead\":4,\"video\":5,\"button\":6,\"disappointed\":7,\"pin\":5,\"design\":4,\"stick\":15,\"cable\":7,\"product\":8,\"pedal\":9,\"issue\":5,\"center\":5,\"quality\":7,\"cord\":13,\"input\":7,\"money\":5,\"connector\":7,\"build\":5,\"time\":5,\"return\":5}",55
All Electronics,2016,positive,"{\"love\":19,\"play\":22,\"flight\":51,\"throttle\":64,\"game\":43,\"nintendo\":28,\"software\":26,\"yoke\":26,\"feel\":70,\"bit\":19,\"button\":73,\"price\":21,\"rudder\":35,\"hat\":19,\"stick\":96,\"cable\":43,\"34\":73,\"product\":50,\"pedal\":66,\"joystick\":45,\"control\":26,\"real\":22,\"pro\":19,\"time\":27,\"movement\":28}",247
All Electronics,2018,negative,"{\"flight\":5,\"throttle\":8,\"bad\":3,\"yoke\":12,\"realism\":3,\"axis\":6,\"button\":6,\"sim\":3,\"stuck\":3,\"useless\":3,\"power\":4,\"pitch\":4,\"signal\":3,\"cable\":3,\"34\":4,\"pretty\":3,\"product\":6,\"pedal\":8,\"control\":8,\"pro\":3,\"yaw\":4,\"quality\":3,\"lack\":3,\"support\":3,\"return\":5}",24
All Electronics,2019,negative,"{\"45\":3,\"throttle\":3,\"flight\":3,\"bad\":3,\"data\":3,\"curve\":2,\"yoke\":3,\"range\":3,\"axis\":4,\"tight\":3,\"tie\":3,\"defective\":4,\"rudder\":6,\"stick\":3,\"saitek\":3,\"close\":3,\"product\":3,\"pedal\":8,\"joystick\":5,\"control\":3,\"quality\":3,\"stay\":3,\"ax\":3,\"plug\":3,\"time\":5}",18
All Electronics,2019,neutral,"{\"searching\":1,\"box\":2,\"life\":1,\"properly\":1,\"unusable\":2,\"total\":1,\"hour\":1,\"design\":1,\"sending\":1,\"dispite\":1,\"ítem\":1,\"art\":1,\"pedal\":1,\"bought\":1,\"center\":2,\"sense\":1,\"real\":1,\"driver\":1,\"left\":1,\"airplane\":1,\"80\":1,\"reset\":1,\"junk\":2,\"time\":1,\"position\":1}",9
All Electronics,2019,positive,"{\"flight\":20,\"throttle\":22,\"software\":10,\"yoke\":15,\"feel\":10,\"bit\":8,\"axis\":13,\"button\":18,\"fine\":9,\"price\":9,\"function\":10,\"rudder\":8,\"stick\":44,\"hand\":11,\"product\":27,\"pedal\":22,\"joystick\":19,\"control\":15,\"pro\":11,\"easy\":8,\"quality\":9,\"left\":9,\"plug\":10,\"time\":8,\"window\":20}",73
All Electronics,2020,negative,"{\"plane\":3,\"flight\":5,\"software\":3,\"bad\":3,\"yoke\":7,\"dead\":4,\"video\":7,\"axis\":6,\"setting\":3,\"sim\":5,\"function\":5,\"rudder\":6,\"warranty\":5,\"company\":4,\"proof\":3,\"product\":8,\"pilot\":3,\"simulator\":4,\"set\":4,\"pedal\":18,\"issue\":5,\"purchase\":5,\"joystick\":8,\"control\":4,\"buying\":3}",14
All Electronics,2020,neutral,"{\"broken\":1,\"love\":1,\"flight\":1,\"performs\":1,\"solidly\":1,\"product\":1,\"built\":1,\"bought\":1,\"expected\":1,\"multiple\":1,\"sims\":1,\"responds\":1,\"handle\":1,\"withdrawal\":1,\"properly\":1,\"month\":1,\"6\":1,\"contact\":1,\"respond\":1}",3
All Electronics,2021,negative,"{\"flight\":1,\"reason\":1,\"throttle\":1,\"deal\":2,\"bad\":1,\"paperweight\":1,\"software\":7,\"sims\":3,\"axis\":2,\"jittering\":1,\"lot\":1,\"button\":2,\"thrustmaster\":1,\"crashed\":1,\"ignore\":1,\"construction\":1,\"stick\":7,\"win\":1,\"pretty\":1,\"controller\":2,\"joystick\":2,\"2\":2,\"appearance\":2,\"month\":3,\"time\":2}",4
All Electronics,2021,neutral,"{\"pilot\":1,\"month\":1,\"hour\":1,\"money\":1,\"review\":1,\"madcatz\":1,\"update\":1,\"junk\":1,\"waist\":1,\"brand\":1,\"spec\":1}",2
All Electronics,2022,negative,"{\"flight\":1,\"bad\":2,\"yoke\":2,\"recognized\":1,\"box\":3,\"float\":2,\"axis\":2,\"xplane11\":1,\"rudder\":3,\"brand\":1,\"item\":2,\"product\":4,\"pedal\":1,\"issue\":1,\"bought\":1,\"assignment\":1,\"center\":1,\"bound\":1,\"msfs2020\":1,\"started\":1,\"amazon\":2,\"fly\":1,\"purchased\":2,\"essentially\":2,\"return\":2}",5
All Electronics,2023,negative,"{\"waste\":1,\"game\":1,\"racing\":1,\"perfect\":1,\"bad\":1,\"compatible\":1,\"modern\":1,\"money\":1,\"mounting\":2,\"raceroom\":1,\"job\":1,\"beamng\":1}",3
Cell Phone & Camera w. Accessories,2003,negative,"{\"stupid\":1,\"reason\":1,\"game\":3,\"pod\":1,\"conveyed\":1,\"frustrating\":1,\"speed\":1,\"advance\":1,\"rented\":1,\"fall\":1,\"feature\":1,\"spend\":1,\"nemesis\":1,\"redeeming\":1,\"graphic\":1,\"star\":1,\"race\":1,\"level\":1,\"pay\":1,\"war\":1,\"sense\":1,\"sort\":1,\"accurately\":1,\"lead\":1,\"guess\":2}",1
Computers,2000,positive,"{\"game\":23,\"memory\":27,\"saved\":3,\"madcatz\":2,\"save\":14,\"psx2\":3,\"meg\":2,\"ps2\":20,\"hold\":2,\"ps1\":10,\"sony\":2,\"playstation\":2,\"library\":2,\"file\":5,\"extra\":2,\"wo\":2,\"season\":2,\"block\":2,\"original\":2,\"take\":2,\"1\":3,\"playing\":2,\"madden\":2,\"sport\":2,\"card\":29}",8
Computers,2001,neutral,"{\"couple\":1,\"game\":3,\"week\":1,\"memory\":2,\"concerned\":1,\"reliability\":1,\"box\":1,\"died\":1,\"8mb\":1,\"capacity\":1,\"included\":1,\"plugged\":1,\"stopped\":1,\"comparison\":1,\"bought\":1,\"replaced\":1,\"require\":1,\"loading\":1,\"leaf\":1,\"played\":1,\"anticipate\":1,\"playing\":1,\"replacement\":1,\"card\":4,\"requires\":1}",2
Computers,2004,neutral,"{\"lot\":1,\"fail\":1,\"corrupt\":1,\"memory\":2,\"beat\":1,\"wo\":1,\"worse\":1,\"dissapoint\":1,\"accessory\":2,\"card\":3}",1
Computers,2006,negative,"{\"cheaper\":1,\"magically\":1,\"memory\":4,\"data\":1,\"regret\":1,\"save\":3,\"space\":1,\"manufacturer\":1,\"dollar\":2,\"extremely\":1,\"variety\":2,\"hassle\":1,\"poor\":1,\"wo\":1,\"surf\":1,\"corrupt\":1,\"understatement\":1,\"issue\":2,\"pay\":2,\"disappears\":1,\"altogether\":1,\"2\":2,\"truth\":1,\"selling\":2,\"card\":6}",2
Computers,2006,neutral,"{\"game\":1,\"select\":1,\"color\":1,\"switch\":1,\"button\":3,\"mouse\":1,\"playstation\":1,\"pad\":2,\"saitek\":1,\"flip\":1,\"hated\":1,\"direction\":1,\"keyboard\":1,\"mapping\":1,\"adapter\":1,\"emulation\":1,\"start\":1,\"nice\":1,\"1\":1,\"2\":1,\"4\":1,\"upside\":1,\"ne\":1,\"snes\":1,\"joy2key\":1}",1
Computers,2006,positive,"{\"play\":5,\"game\":38,\"memory\":4,\"nintendo\":15,\"dreamcast\":4,\"metroid\":4,\"title\":8,\"ps2\":20,\"button\":5,\"lot\":6,\"pad\":6,\"exclusive\":5,\"cube\":8,\"gc\":8,\"resident\":6,\"controller\":18,\"collection\":8,\"xbox\":13,\"2\":10,\"system\":8,\"4\":6,\"gamecube\":19,\"evil\":6,\"time\":12,\"card\":5}",10
Computers,2007,neutral,"{\"equivalent\":1,\"memory\":3,\"data\":1,\"floppy\":1,\"gigabyte\":1,\"storage\":1,\"medium\":1,\"2gb\":1,\"8mb\":3,\"ps3\":1,\"sony\":1,\"thes\":1,\"2004\":1,\"justify\":1,\"price\":1,\"talk\":1,\"consumer\":1,\"song\":1,\"screwwing\":1,\"control\":1,\"storing\":1,\"mp3\":1,\"2\":1,\"cartridge\":1,\"step\":1}",2
Computers,2008,neutral,"{\"considers\":1,\"seller\":1,\"game\":1,\"memory\":1,\"business\":1,\"pricey\":1,\"save\":1,\"description\":1,\"simple\":1,\"technology\":1,\"8mb\":1,\"ps2\":1,\"noteable\":1,\"expect\":1,\"shipped\":1,\"fast\":1,\"guess\":1,\"today\":1,\"plug\":1,\"age\":1,\"stated\":1,\"card\":2}",3
Computers,2008,positive,"{\"seller\":2,\"cheaper\":2,\"game\":7,\"nintendo\":3,\"memory\":10,\"save\":3,\"title\":4,\"ps2\":3,\"fan\":3,\"gaming\":3,\"product\":4,\"read\":2,\"bought\":2,\"purchase\":2,\"mario\":3,\"plenty\":2,\"expensive\":2,\"p\":2,\"system\":4,\"gamecube\":4,\"owned\":3,\"progress\":2,\"invoice\":2,\"time\":3,\"card\":7}",11
Computers,2010,positive,"{\"play\":3,\"game\":24,\"memory\":25,\"data\":5,\"128mb\":4,\"kid\":3,\"save\":6,\"bit\":5,\"ps2\":12,\"hold\":5,\"sony\":7,\"mb\":3,\"cube\":4,\"stopped\":3,\"product\":4,\"controller\":8,\"issue\":3,\"bought\":4,\"kingdom\":3,\"people\":5,\"nice\":3,\"2\":5,\"indigo\":3,\"fun\":3,\"card\":39}",19
Computers,2011,neutral,"{\"lo\":1,\"walmart\":1,\"exelente\":1,\"producto\":1,\"ademas\":1,\"anterior\":1,\"lot\":1,\"juegos\":1,\"muy\":1,\"sony\":1,\"tiene\":1,\"ma\":1,\"mi\":1,\"tarjeta\":1,\"capacidad\":1,\"product\":1,\"maximo\":1,\"este\":1,\"paid\":2,\"todos\":1,\"guarda\":1,\"siempre\":1,\"buena\":1,\"calidad\":1,\"card\":2}",3
Computers,2011,positive,"{\"play\":5,\"game\":32,\"memory\":31,\"happy\":3,\"kid\":4,\"save\":12,\"recommend\":3,\"8mb\":4,\"ps2\":16,\"ps1\":3,\"playstation\":4,\"sony\":7,\"console\":5,\"product\":6,\"bought\":7,\"purchase\":4,\"homebrew\":4,\"amazon\":3,\"2\":7,\"fast\":3,\"guess\":3,\"buying\":4,\"time\":8,\"fun\":3,\"card\":49}",33
Computers,2012,negative,"{\"larger\":1,\"game\":2,\"memory\":5,\"data\":2,\"save\":2,\"recognizing\":1,\"official\":1,\"figured\":1,\"main\":1,\"8mb\":3,\"ps2\":4,\"sony\":2,\"console\":2,\"controller\":3,\"product\":3,\"incorrect\":1,\"bought\":1,\"equipment\":2,\"received\":2,\"clean\":1,\"picture\":3,\"cord\":3,\"misleading\":2,\"plug\":2,\"card\":6}",7
